2022-10-25 21:34:59 startup archives install
2022-10-25 21:35:14 status installed libdns-export1110:amd64 1:9.11.19+dfsg-2.1ubuntu3
2022-10-25 21:35:14 configure debconf-i18n:all 1.5.79ubuntu1 <none>
2022-10-25 21:35:14 status unpacked debconf-i18n:all 1.5.79ubuntu1
2022-10-25 21:35:14 status half-configured debconf-i18n:all 1.5.79ubuntu1
2022-10-25 21:35:14 status installed debconf-i18n:all 1.5.79ubuntu1
2022-10-25 21:35:14 configure vim-tiny:amd64 2:8.2.3995-1ubuntu2 <none>
2022-10-25 21:35:14 status unpacked vim-tiny:amd64 2:8.2.3995-1ubuntu2
2022-10-25 21:35:14 status half-configured vim-tiny:amd64 2:8.2.3995-1ubuntu2
2022-10-25 21:35:14 status installed vim-tiny:amd64 2:8.2.3995-1ubuntu2
2022-10-25 21:35:14 configure ca-certificates:all 20211016 <none>
2022-10-25 21:35:14 status unpacked ca-certificates:all 20211016
2022-10-25 21:35:14 status half-configured ca-certificates:all 20211016
2022-10-25 21:35:15 status installed ca-certificates:all 20211016
2022-10-25 21:35:15 status triggers-pending ca-certificates:all 20211016
2022-10-25 21:35:15 configure libapt-pkg6.0:amd64 2.4.5 <none>
2022-10-25 21:35:15 status unpacked libapt-pkg6.0:amd64 2.4.5
2022-10-25 21:35:15 status half-configured libapt-pkg6.0:amd64 2.4.5
2022-10-25 21:35:15 status installed libapt-pkg6.0:amd64 2.4.5
2022-10-25 21:35:15 configure gir1.2-glib-2.0:amd64 1.72.0-1 <none>
2022-10-25 21:35:15 status unpacked gir1.2-glib-2.0:amd64 1.72.0-1
2022-10-25 21:35:15 status half-configured gir1.2-glib-2.0:amd64 1.72.0-1
2022-10-25 21:35:15 status installed gir1.2-glib-2.0:amd64 1.72.0-1
2022-10-25 21:35:15 configure whiptail:amd64 0.52.21-5ubuntu2 <none>
2022-10-25 21:35:15 status unpacked whiptail:amd64 0.52.21-5ubuntu2
2022-10-25 21:35:15 status half-configured whiptail:amd64 0.52.21-5ubuntu2
2022-10-25 21:35:15 status installed whiptail:amd64 0.52.21-5ubuntu2
2022-10-25 21:35:15 configure libmpdec3:amd64 2.5.1-2build2 <none>
2022-10-25 21:35:15 status unpacked libmpdec3:amd64 2.5.1-2build2
2022-10-25 21:35:15 status half-configured libmpdec3:amd64 2.5.1-2build2
2022-10-25 21:35:15 status installed libmpdec3:amd64 2.5.1-2build2
2022-10-25 21:35:15 configure keyboard-configuration:all 1.205ubuntu3 <none>
2022-10-25 21:35:15 status unpacked keyboard-configuration:all 1.205ubuntu3
2022-10-25 21:35:15 status half-configured keyboard-configuration:all 1.205ubuntu3
2022-10-25 21:35:16 status installed keyboard-configuration:all 1.205ubuntu3
2022-10-25 21:35:16 configure libbpf0:amd64 1:0.5.0-1 <none>
2022-10-25 21:35:16 status unpacked libbpf0:amd64 1:0.5.0-1
2022-10-25 21:35:16 status half-configured libbpf0:amd64 1:0.5.0-1
2022-10-25 21:35:16 status installed libbpf0:amd64 1:0.5.0-1
2022-10-25 21:35:16 configure libxml2:amd64 2.9.13+dfsg-1build1 <none>
2022-10-25 21:35:16 status unpacked libxml2:amd64 2.9.13+dfsg-1build1
2022-10-25 21:35:16 status half-configured libxml2:amd64 2.9.13+dfsg-1build1
2022-10-25 21:35:16 status installed libxml2:amd64 2.9.13+dfsg-1build1
2022-10-25 21:35:16 configure apt:amd64 2.4.5 <none>
2022-10-25 21:35:16 status unpacked apt:amd64 2.4.5
2022-10-25 21:35:16 status half-configured apt:amd64 2.4.5
2022-10-25 21:35:16 status installed apt:amd64 2.4.5
2022-10-25 21:35:16 configure apt-utils:amd64 2.4.5 <none>
2022-10-25 21:35:16 status unpacked apt-utils:amd64 2.4.5
2022-10-25 21:35:16 status half-configured apt-utils:amd64 2.4.5
2022-10-25 21:35:16 status installed apt-utils:amd64 2.4.5
2022-10-25 21:35:16 configure iproute2:amd64 5.15.0-1ubuntu2 <none>
2022-10-25 21:35:16 status unpacked iproute2:amd64 5.15.0-1ubuntu2
2022-10-25 21:35:16 status half-configured iproute2:amd64 5.15.0-1ubuntu2
2022-10-25 21:35:16 status installed iproute2:amd64 5.15.0-1ubuntu2
2022-10-25 21:35:16 configure isc-dhcp-client:amd64 4.4.1-2.3ubuntu2 <none>
2022-10-25 21:35:16 status unpacked isc-dhcp-client:amd64 4.4.1-2.3ubuntu2
2022-10-25 21:35:16 status half-configured isc-dhcp-client:amd64 4.4.1-2.3ubuntu2
2022-10-25 21:35:16 status installed isc-dhcp-client:amd64 4.4.1-2.3ubuntu2
2022-10-25 21:35:16 configure libpython3.10-stdlib:amd64 3.10.4-3 <none>
2022-10-25 21:35:16 status unpacked libpython3.10-stdlib:amd64 3.10.4-3
2022-10-25 21:35:16 status half-configured libpython3.10-stdlib:amd64 3.10.4-3
2022-10-25 21:35:16 status installed libpython3.10-stdlib:amd64 3.10.4-3
2022-10-25 21:35:16 configure shared-mime-info:amd64 2.1-2 <none>
2022-10-25 21:35:16 status unpacked shared-mime-info:amd64 2.1-2
2022-10-25 21:35:16 status half-configured shared-mime-info:amd64 2.1-2
2022-10-25 21:35:17 status installed shared-mime-info:amd64 2.1-2
2022-10-25 21:35:17 configure libpython3-stdlib:amd64 3.10.4-0ubuntu2 <none>
2022-10-25 21:35:17 status unpacked libpython3-stdlib:amd64 3.10.4-0ubuntu2
2022-10-25 21:35:17 status half-configured libpython3-stdlib:amd64 3.10.4-0ubuntu2
2022-10-25 21:35:17 status installed libpython3-stdlib:amd64 3.10.4-0ubuntu2
2022-10-25 21:35:17 configure python3.10:amd64 3.10.4-3 <none>
2022-10-25 21:35:17 status unpacked python3.10:amd64 3.10.4-3
2022-10-25 21:35:17 status half-configured python3.10:amd64 3.10.4-3
2022-10-25 21:35:18 status installed python3.10:amd64 3.10.4-3
2022-10-25 21:35:18 configure python3:amd64 3.10.4-0ubuntu2 <none>
2022-10-25 21:35:18 status unpacked python3:amd64 3.10.4-0ubuntu2
2022-10-25 21:35:18 status half-configured python3:amd64 3.10.4-0ubuntu2
2022-10-25 21:35:18 status installed python3:amd64 3.10.4-0ubuntu2
2022-10-25 21:35:18 configure python3-gi:amd64 3.42.0-3build1 <none>
2022-10-25 21:35:18 status unpacked python3-gi:amd64 3.42.0-3build1
2022-10-25 21:35:18 status half-configured python3-gi:amd64 3.42.0-3build1
2022-10-25 21:35:18 status installed python3-gi:amd64 3.42.0-3build1
2022-10-25 21:35:18 configure python3-netifaces:amd64 0.11.0-1build2 <none>
2022-10-25 21:35:18 status unpacked python3-netifaces:amd64 0.11.0-1build2
2022-10-25 21:35:18 status half-configured python3-netifaces:amd64 0.11.0-1build2
2022-10-25 21:35:18 status installed python3-netifaces:amd64 0.11.0-1build2
2022-10-25 21:35:18 configure lsb-release:all 11.1.0ubuntu4 <none>
2022-10-25 21:35:18 status unpacked lsb-release:all 11.1.0ubuntu4
2022-10-25 21:35:18 status half-configured lsb-release:all 11.1.0ubuntu4
2022-10-25 21:35:18 status installed lsb-release:all 11.1.0ubuntu4
2022-10-25 21:35:18 configure python3-pkg-resources:all 59.6.0-1.2 <none>
2022-10-25 21:35:18 status unpacked python3-pkg-resources:all 59.6.0-1.2
2022-10-25 21:35:18 status half-configured python3-pkg-resources:all 59.6.0-1.2
2022-10-25 21:35:18 status installed python3-pkg-resources:all 59.6.0-1.2
2022-10-25 21:35:18 configure python3-dbus:amd64 1.2.18-3build1 <none>
2022-10-25 21:35:18 status unpacked python3-dbus:amd64 1.2.18-3build1
2022-10-25 21:35:18 status half-configured python3-dbus:amd64 1.2.18-3build1
2022-10-25 21:35:18 status installed python3-dbus:amd64 1.2.18-3build1
2022-10-25 21:35:18 configure python3-apt:amd64 2.3.0ubuntu2 <none>
2022-10-25 21:35:18 status unpacked python3-apt:amd64 2.3.0ubuntu2
2022-10-25 21:35:18 status half-configured python3-apt:amd64 2.3.0ubuntu2
2022-10-25 21:35:18 status installed python3-apt:amd64 2.3.0ubuntu2
2022-10-25 21:35:18 configure python3-yaml:amd64 5.4.1-1ubuntu1 <none>
2022-10-25 21:35:18 status unpacked python3-yaml:amd64 5.4.1-1ubuntu1
2022-10-25 21:35:18 status half-configured python3-yaml:amd64 5.4.1-1ubuntu1
2022-10-25 21:35:18 status installed python3-yaml:amd64 5.4.1-1ubuntu1
2022-10-25 21:35:18 configure netplan.io:amd64 0.104-0ubuntu2 <none>
2022-10-25 21:35:18 status unpacked netplan.io:amd64 0.104-0ubuntu2
2022-10-25 21:35:18 status half-configured netplan.io:amd64 0.104-0ubuntu2
2022-10-25 21:35:18 status installed netplan.io:amd64 0.104-0ubuntu2
2022-10-25 21:35:18 configure ubuntu-advantage-tools:amd64 27.7~22.04.1 <none>
2022-10-25 21:35:18 status unpacked ubuntu-advantage-tools:amd64 27.7~22.04.1
2022-10-25 21:35:18 status half-configured ubuntu-advantage-tools:amd64 27.7~22.04.1
2022-10-25 21:35:19 status installed ubuntu-advantage-tools:amd64 27.7~22.04.1
2022-10-25 21:35:19 configure networkd-dispatcher:all 2.1-2 <none>
2022-10-25 21:35:19 status unpacked networkd-dispatcher:all 2.1-2
2022-10-25 21:35:19 status half-configured networkd-dispatcher:all 2.1-2
2022-10-25 21:35:19 status installed networkd-dispatcher:all 2.1-2
2022-10-25 21:35:19 configure kbd:amd64 2.3.0-3ubuntu4 <none>
2022-10-25 21:35:19 status unpacked kbd:amd64 2.3.0-3ubuntu4
2022-10-25 21:35:19 status half-configured kbd:amd64 2.3.0-3ubuntu4
2022-10-25 21:35:19 status installed kbd:amd64 2.3.0-3ubuntu4
2022-10-25 21:35:19 configure console-setup-linux:all 1.205ubuntu3 <none>
2022-10-25 21:35:19 status unpacked console-setup-linux:all 1.205ubuntu3
2022-10-25 21:35:19 status half-configured console-setup-linux:all 1.205ubuntu3
2022-10-25 21:35:20 status installed console-setup-linux:all 1.205ubuntu3
2022-10-25 21:35:20 configure console-setup:all 1.205ubuntu3 <none>
2022-10-25 21:35:20 status unpacked console-setup:all 1.205ubuntu3
2022-10-25 21:35:20 status half-configured console-setup:all 1.205ubuntu3
2022-10-25 21:35:20 status installed console-setup:all 1.205ubuntu3
2022-10-25 21:35:20 configure ubuntu-minimal:amd64 1.481 <none>
2022-10-25 21:35:20 status unpacked ubuntu-minimal:amd64 1.481
2022-10-25 21:35:20 status half-configured ubuntu-minimal:amd64 1.481
2022-10-25 21:35:20 status installed ubuntu-minimal:amd64 1.481
2022-10-25 21:35:20 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-10-25 21:35:20 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-10-25 21:35:20 status installed libc-bin:amd64 2.35-0ubuntu3
2022-10-25 21:35:20 trigproc ca-certificates:all 20211016 <none>
2022-10-25 21:35:20 status half-configured ca-certificates:all 20211016
2022-10-25 21:35:21 status installed ca-certificates:all 20211016
2022-10-25 21:35:25 startup archives unpack
2022-10-25 21:35:25 upgrade gcc-12-base:amd64 12-20220319-1ubuntu1 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 status half-configured gcc-12-base:amd64 12-20220319-1ubuntu1
2022-10-25 21:35:25 status unpacked gcc-12-base:amd64 12-20220319-1ubuntu1
2022-10-25 21:35:25 status half-installed gcc-12-base:amd64 12-20220319-1ubuntu1
2022-10-25 21:35:25 status unpacked gcc-12-base:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 startup packages configure
2022-10-25 21:35:25 configure gcc-12-base:amd64 12.1.0-2ubuntu1~22.04 <none>
2022-10-25 21:35:25 status unpacked gcc-12-base:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 status half-configured gcc-12-base:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 status installed gcc-12-base:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 startup archives unpack
2022-10-25 21:35:25 upgrade libgcc-s1:amd64 12-20220319-1ubuntu1 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-10-25 21:35:25 status half-configured libgcc-s1:amd64 12-20220319-1ubuntu1
2022-10-25 21:35:25 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2022-10-25 21:35:25 status half-installed libgcc-s1:amd64 12-20220319-1ubuntu1
2022-10-25 21:35:25 status unpacked libgcc-s1:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 startup packages configure
2022-10-25 21:35:25 configure libgcc-s1:amd64 12.1.0-2ubuntu1~22.04 <none>
2022-10-25 21:35:25 status unpacked libgcc-s1:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 status half-configured libgcc-s1:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 status installed libgcc-s1:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 startup archives unpack
2022-10-25 21:35:25 upgrade libstdc++6:amd64 12-20220319-1ubuntu1 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 status half-configured libstdc++6:amd64 12-20220319-1ubuntu1
2022-10-25 21:35:25 status unpacked libstdc++6:amd64 12-20220319-1ubuntu1
2022-10-25 21:35:25 status half-installed libstdc++6:amd64 12-20220319-1ubuntu1
2022-10-25 21:35:25 status unpacked libstdc++6:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 startup packages configure
2022-10-25 21:35:25 configure libstdc++6:amd64 12.1.0-2ubuntu1~22.04 <none>
2022-10-25 21:35:25 status unpacked libstdc++6:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 status half-configured libstdc++6:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 status installed libstdc++6:amd64 12.1.0-2ubuntu1~22.04
2022-10-25 21:35:25 startup archives unpack
2022-10-25 21:35:25 upgrade libc6:amd64 2.35-0ubuntu3 2.35-0ubuntu3.1
2022-10-25 21:35:25 status half-configured libc6:amd64 2.35-0ubuntu3
2022-10-25 21:35:25 status unpacked libc6:amd64 2.35-0ubuntu3
2022-10-25 21:35:25 status half-installed libc6:amd64 2.35-0ubuntu3
2022-10-25 21:35:26 status unpacked libc6:amd64 2.35-0ubuntu3.1
2022-10-25 21:35:26 startup packages configure
2022-10-25 21:35:26 configure libc6:amd64 2.35-0ubuntu3.1 <none>
2022-10-25 21:35:26 status unpacked libc6:amd64 2.35-0ubuntu3.1
2022-10-25 21:35:26 status half-configured libc6:amd64 2.35-0ubuntu3.1
2022-10-25 21:35:26 status installed libc6:amd64 2.35-0ubuntu3.1
2022-10-25 21:35:26 startup archives unpack
2022-10-25 21:35:26 upgrade base-files:amd64 12ubuntu4 12ubuntu4.2
2022-10-25 21:35:26 status half-configured base-files:amd64 12ubuntu4
2022-10-25 21:35:26 status unpacked base-files:amd64 12ubuntu4
2022-10-25 21:35:26 status half-installed base-files:amd64 12ubuntu4
2022-10-25 21:35:26 status unpacked base-files:amd64 12ubuntu4.2
2022-10-25 21:35:26 startup packages configure
2022-10-25 21:35:26 configure base-files:amd64 12ubuntu4.2 <none>
2022-10-25 21:35:26 status unpacked base-files:amd64 12ubuntu4.2
2022-10-25 21:35:26 status half-configured base-files:amd64 12ubuntu4.2
2022-10-25 21:35:26 status installed base-files:amd64 12ubuntu4.2
2022-10-25 21:35:26 startup archives unpack
2022-10-25 21:35:26 upgrade systemd-timesyncd:amd64 249.11-0ubuntu3 249.11-0ubuntu3.6
2022-10-25 21:35:26 status half-configured systemd-timesyncd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked systemd-timesyncd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status half-installed systemd-timesyncd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status triggers-pending dbus:amd64 1.12.20-2ubuntu4
2022-10-25 21:35:26 status unpacked systemd-timesyncd:amd64 249.11-0ubuntu3.6
2022-10-25 21:35:26 upgrade systemd-sysv:amd64 249.11-0ubuntu3 249.11-0ubuntu3.6
2022-10-25 21:35:26 status half-configured systemd-sysv:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked systemd-sysv:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status half-installed systemd-sysv:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked systemd-sysv:amd64 249.11-0ubuntu3.6
2022-10-25 21:35:26 upgrade libnss-systemd:amd64 249.11-0ubuntu3 249.11-0ubuntu3.6
2022-10-25 21:35:26 status half-configured libnss-systemd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked libnss-systemd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status half-installed libnss-systemd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked libnss-systemd:amd64 249.11-0ubuntu3.6
2022-10-25 21:35:26 upgrade libpam-systemd:amd64 249.11-0ubuntu3 249.11-0ubuntu3.6
2022-10-25 21:35:26 status half-configured libpam-systemd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked libpam-systemd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status half-installed libpam-systemd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked libpam-systemd:amd64 249.11-0ubuntu3.6
2022-10-25 21:35:26 upgrade libapparmor1:amd64 3.0.4-2ubuntu2 3.0.4-2ubuntu2.1
2022-10-25 21:35:26 status half-configured libapparmor1:amd64 3.0.4-2ubuntu2
2022-10-25 21:35:26 status unpacked libapparmor1:amd64 3.0.4-2ubuntu2
2022-10-25 21:35:26 status half-installed libapparmor1:amd64 3.0.4-2ubuntu2
2022-10-25 21:35:26 status unpacked libapparmor1:amd64 3.0.4-2ubuntu2.1
2022-10-25 21:35:26 upgrade libjson-c5:amd64 0.15-2build4 0.15-3~ubuntu1.22.04.1
2022-10-25 21:35:26 status half-configured libjson-c5:amd64 0.15-2build4
2022-10-25 21:35:26 status unpacked libjson-c5:amd64 0.15-2build4
2022-10-25 21:35:26 status half-installed libjson-c5:amd64 0.15-2build4
2022-10-25 21:35:26 status unpacked libjson-c5:amd64 0.15-3~ubuntu1.22.04.1
2022-10-25 21:35:26 upgrade libssl3:amd64 3.0.2-0ubuntu1 3.0.2-0ubuntu1.6
2022-10-25 21:35:26 status half-configured libssl3:amd64 3.0.2-0ubuntu1
2022-10-25 21:35:26 status unpacked libssl3:amd64 3.0.2-0ubuntu1
2022-10-25 21:35:26 status half-installed libssl3:amd64 3.0.2-0ubuntu1
2022-10-25 21:35:26 status unpacked libssl3:amd64 3.0.2-0ubuntu1.6
2022-10-25 21:35:26 startup packages configure
2022-10-25 21:35:26 configure libssl3:amd64 3.0.2-0ubuntu1.6 <none>
2022-10-25 21:35:26 status unpacked libssl3:amd64 3.0.2-0ubuntu1.6
2022-10-25 21:35:26 status half-configured libssl3:amd64 3.0.2-0ubuntu1.6
2022-10-25 21:35:26 status installed libssl3:amd64 3.0.2-0ubuntu1.6
2022-10-25 21:35:26 startup archives unpack
2022-10-25 21:35:26 upgrade libcryptsetup12:amd64 2:2.4.3-1ubuntu1 2:2.4.3-1ubuntu1.1
2022-10-25 21:35:26 status half-configured libcryptsetup12:amd64 2:2.4.3-1ubuntu1
2022-10-25 21:35:26 status unpacked libcryptsetup12:amd64 2:2.4.3-1ubuntu1
2022-10-25 21:35:26 status half-installed libcryptsetup12:amd64 2:2.4.3-1ubuntu1
2022-10-25 21:35:26 status unpacked libcryptsetup12:amd64 2:2.4.3-1ubuntu1.1
2022-10-25 21:35:26 upgrade libgnutls30:amd64 3.7.3-4ubuntu1 3.7.3-4ubuntu1.1
2022-10-25 21:35:26 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1
2022-10-25 21:35:26 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2022-10-25 21:35:26 status half-installed libgnutls30:amd64 3.7.3-4ubuntu1
2022-10-25 21:35:26 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1.1
2022-10-25 21:35:26 startup packages configure
2022-10-25 21:35:26 configure libgnutls30:amd64 3.7.3-4ubuntu1.1 <none>
2022-10-25 21:35:26 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1.1
2022-10-25 21:35:26 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1.1
2022-10-25 21:35:26 status installed libgnutls30:amd64 3.7.3-4ubuntu1.1
2022-10-25 21:35:26 startup archives unpack
2022-10-25 21:35:26 upgrade systemd:amd64 249.11-0ubuntu3 249.11-0ubuntu3.6
2022-10-25 21:35:26 status half-configured systemd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked systemd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status half-installed systemd:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked systemd:amd64 249.11-0ubuntu3.6
2022-10-25 21:35:26 upgrade libsystemd0:amd64 249.11-0ubuntu3 249.11-0ubuntu3.6
2022-10-25 21:35:26 status half-configured libsystemd0:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status half-installed libsystemd0:amd64 249.11-0ubuntu3
2022-10-25 21:35:26 status unpacked libsystemd0:amd64 249.11-0ubuntu3.6
2022-10-25 21:35:26 startup packages configure
2022-10-25 21:35:26 configure libsystemd0:amd64 249.11-0ubuntu3.6 <none>
2022-10-25 21:35:26 status unpacked libsystemd0:amd64 249.11-0ubuntu3.6
2022-10-25 21:35:26 status half-configured libsystemd0:amd64 249.11-0ubuntu3.6
2022-10-25 21:35:26 status installed libsystemd0:amd64 249.11-0ubuntu3.6
2022-10-25 21:35:26 startup archives unpack
2022-10-25 21:35:26 upgrade zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9 1:1.2.11.dfsg-2ubuntu9.2
2022-10-25 21:35:26 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-10-25 21:35:26 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-10-25 21:35:26 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-10-25 21:35:26 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2022-10-25 21:35:26 startup packages configure
2022-10-25 21:35:26 configure zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2 <none>
2022-10-25 21:35:26 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2022-10-25 21:35:26 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2022-10-25 21:35:26 status installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2022-10-25 21:35:26 startup archives unpack
2022-10-25 21:35:26 upgrade libapt-pkg6.0:amd64 2.4.5 2.4.8
2022-10-25 21:35:26 status half-configured libapt-pkg6.0:amd64 2.4.5
2022-10-25 21:35:26 status unpacked libapt-pkg6.0:amd64 2.4.5
2022-10-25 21:35:26 status half-installed libapt-pkg6.0:amd64 2.4.5
2022-10-25 21:35:26 status unpacked libapt-pkg6.0:amd64 2.4.8
2022-10-25 21:35:26 startup packages configure
2022-10-25 21:35:26 configure libapt-pkg6.0:amd64 2.4.8 <none>
